Time(sec)	Current(A)
0.072618	0.240734
0.0729144	0.242023
0.0732108	0.237942
0.0735072	0.241808
0.0738036	0.239446
0.0741	0.240734
0.0743964	0.241379
0.0746928	0.239446
0.0749892	0.242238
0.0752856	0.240734
0.075582	0.242453
0.0758784	0.238372
0.0761748	0.241379
0.0764712	0.239875
0.0767676	0.239875
0.077064	0.242238
0.0773604	0.240734
0.0776568	0.240305
0.0779532	0.241164
0.0782496	0.242023
0.078546	0.242667
0.0788424	0.242667
0.0791388	0.243312
0.0794352	0.241379
0.0797316	0.241593
0.080028	0.23966
0.0803244	0.243526
0.0806208	0.241379
0.0809172	0.24052
0.0812136	0.242667
0.08151	0.241379
0.0818064	0.241808
0.0821028	0.239446
0.0823992	0.244171
0.0826956	0.241808
0.082992	0.245459
0.0832884	0.242667
0.0835848	0.23966
0.0838812	0.24052
0.0841776	0.241808
0.084474	0.241593
0.0847704	0.238157
0.0850668	0.24009
0.0853632	0.241593
0.0856596	0.241593
0.085956	0.239016
0.0862524	0.242023
0.0865488	0.240734
0.0868452	0.241593
0.0871416	0.241593
0.087438	0.24052
0.0877344	0.242882
0.0880308	0.23966
0.0883272	0.242238
0.0886236	0.239016
0.08892	0.239231
0.0892164	0.23966
0.0895128	0.242882
0.0898092	0.24052
0.0901056	0.242023
0.090402	0.242882
0.0906984	0.242453
0.0909948	0.239446
0.0912912	0.239231
0.0915876	0.242238
0.091884	0.239016
0.0921804	0.241164
0.0924768	0.239446
0.0927732	0.242882
0.0930696	0.237083
0.093366	0.247178
0.0936624	0.241164
0.0939588	0.242023
0.0942552	0.242238
0.0945516	0.23966
0.094848	0.24009
0.0951444	0.242238
0.0954408	0.240734
0.0957372	0.243312
0.0960336	0.239446
0.09633	0.242238
0.0966264	0.242453
0.0969228	0.241379
0.0972192	0.24052
0.0975156	0.239016
0.097812	0.238372
0.0981084	0.241379
0.0984048	0.238372
0.0987012	0.239231
0.0989976	0.240949
0.099294	0.239446
0.0995904	0.241164
0.0998868	0.240949
0.100183	0.241379
0.10048	0.239875
0.100776	0.239875
0.101072	0.241379
0.101369	0.242882
0.101665	0.240949
0.101962	0.243526
0.102258	0.241164
0.102554	0.240305
0.102851	0.245674
0.103147	0.246319
0.103444	0.24052
0.10374	0.241808
0.104036	0.242667
0.104333	0.241164
0.104629	0.242882
0.104926	0.238801
0.105222	0.24052
0.105518	0.238157
0.105815	0.240305
0.106111	0.242023
0.106408	0.238801
0.106704	0.240734
0.107	0.240949
0.107297	0.237942
0.107593	0.239016
0.10789	0.243097
0.108186	0.241808
0.108482	0.241379
0.108779	0.24009
0.109075	0.240305
0.109372	0.241808
0.109668	0.240949
0.109964	0.240305
0.110261	0.242667
0.110557	0.238587
0.110854	0.241808
0.11115	0.240305
0.111446	0.242023
0.111743	0.241164
0.112039	0.241164
0.112336	0.24052
0.112632	0.242453
0.112928	0.239016
0.113225	0.242238
0.113521	0.239875
0.113818	0.239875
0.114114	0.241808
0.11441	0.24009
0.114707	0.239231
0.115003	0.239875
0.1153	0.24009
0.115596	0.24052
0.115892	0.240949
0.116189	0.242667
0.116485	0.241808
0.116782	0.239016
0.117078	0.240305
0.117374	0.240734
0.117671	0.242453
0.117967	0.24052
0.118264	0.241593
0.11856	0.241164
0.118856	0.24052
0.119153	0.241593
0.119449	0.241808
0.119746	0.24052
0.120042	0.23966
0.120338	0.242453
0.120635	0.239446
0.120931	0.240305
0.121228	0.242667
0.121524	0.242667
0.12182	0.241379
0.122117	0.242238
0.122413	0.239446
0.12271	0.237727
0.123006	0.243097
0.123302	0.246533
0.123599	0.242882
0.123895	0.242453
0.124192	0.240734
0.124488	0.243097
0.124784	0.240305
0.125081	0.23966
0.125377	0.242882
0.125674	0.241164
0.12597	0.242667
0.126266	0.241808
0.126563	0.242453
0.126859	0.240949
0.127156	0.24052
0.127452	0.239875
0.127748	0.238801
0.128045	0.242023
0.128341	0.240949
0.128638	0.243526
0.128934	0.242453
0.12923	0.241593
0.129527	0.24052
0.129823	0.241593
0.13012	0.24052
0.130416	0.241379
0.130712	0.237942
0.131009	0.241379
0.131305	0.24052
0.131602	0.242023
0.131898	0.23966
0.132194	0.242023
0.132491	0.24052
0.132787	0.241808
0.133084	0.241379
0.13338	0.240734
0.133676	0.240305
0.133973	0.24052
0.134269	0.237727
0.134566	0.240734
0.134862	0.241593
0.135158	0.23966
0.135455	0.238801
0.135751	0.24009
0.136048	0.241164
0.136344	0.239446
0.13664	0.241379
0.136937	0.241379
0.137233	0.241379
0.13753	0.240949
0.137826	0.239446
0.138122	0.240949
0.138419	0.241164
0.138715	0.240305
0.139012	0.238587
0.139308	0.23966
0.139604	0.239875
0.139901	0.242453
0.140197	0.240949
0.140494	0.239016
0.14079	0.243312
0.141086	0.241379
0.141383	0.238801
0.141679	0.239875
0.141976	0.240949
0.142272	0.243097
0.142568	0.241593
0.142865	0.241593
0.143161	0.240734
0.143458	0.246963
0.143754	0.243741
0.14405	0.240305
0.144347	0.242023
0.144643	0.23966
0.14494	0.243312
0.145236	0.240734
0.145532	0.24052
0.145829	0.24052
0.146125	0.241379
0.146422	0.240734
0.146718	0.241379
0.147014	0.238801
0.147311	0.241808
0.147607	0.241593
0.147904	0.240305
0.1482	0.24052
0.148496	0.240734
0.148793	0.24009
0.149089	0.238801
0.149386	0.241379
0.149682	0.241593
0.149978	0.240305
0.150275	0.240305
0.150571	0.238372
0.150868	0.24052
0.151164	0.239875
0.15146	0.24009
0.151757	0.243097
0.152053	0.24009
0.15235	0.240305
0.152646	0.243097
0.152942	0.242667
0.153239	0.241164
0.153535	0.23966
0.153832	0.241808
0.154128	0.244171
0.154424	0.240305
0.154721	0.242882
0.155017	0.239875
0.155314	0.240305
0.15561	0.240305
0.155906	0.240305
0.156203	0.238587
0.156499	0.239231
0.156796	0.24009
0.157092	0.241164
0.157388	0.242453
0.157685	0.237513
0.157981	0.239875
0.158278	0.242023
0.158574	0.241593
0.15887	0.24009
0.159167	0.242882
0.159463	0.241164
0.15976	0.241164
0.160056	0.240949
0.160352	0.240949
0.160649	0.240949
0.160945	0.241808
0.161242	0.24052
0.161538	0.243097
0.161834	0.24009
0.162131	0.241808
0.162427	0.242238
0.162724	0.24052
0.16302	0.242023
0.163316	0.241808
0.163613	0.240734
0.163909	0.248681
0.164206	0.241379
0.164502	0.24052
0.164798	0.241164
0.165095	0.241164
0.165391	0.239016
0.165688	0.241808
0.165984	0.243312
0.16628	0.239875
0.166577	0.238587
0.166873	0.241379
0.16717	0.241808
0.167466	0.24009
0.167762	0.239446
0.168059	0.240949
0.168355	0.241379
0.168652	0.238801
0.168948	0.24009
0.169244	0.241379
0.169541	0.239231
0.169837	0.242238
0.170134	0.239016
0.17043	0.240949
0.170726	0.239875
0.171023	0.239875
0.171319	0.24009
0.171616	0.242238
0.171912	0.240734
0.172208	0.241379
0.172505	0.240734
0.172801	0.24009
0.173098	0.240949
0.173394	0.240305
0.17369	0.239875
0.173987	0.23966
0.174283	0.241379
0.17458	0.243312
0.174876	0.242023
0.175172	0.242667
0.175469	0.240734
0.175765	0.240305
0.176062	0.240949
0.176358	0.24052
0.176654	0.241164
0.176951	0.239875
0.177247	0.239875
0.177544	0.23966
0.17784	0.24009
0.178136	0.240734
0.178433	0.24009
0.178729	0.238587
0.179026	0.242238
0.179322	0.241379
0.179618	0.239016
