File,Size,Owner,Shared,Stripped,ToDoList
/usr/lib/libFMS_Mem_API.so,26480,wangzhigang,yes,stripped
/usr/lib/libgio-2.0.so.0.5400.2,1444892,lubaoquan,yes,stripped
/usr/lib/libgstinsertbin-1.0.so.0.1402.0,18192,yangshounan,no,stripped
/usr/lib/libgstphotography-1.0.so.0.1402.0,26388,yangshounan,no,stripped
/usr/lib/libgstcodecparsers-1.0.so.0.1402.0,138340,yangshounan,no,stripped
/usr/lib/libgstrtp-1.0.so.0.1402.0,89868,yangshounan,no,stripped
/usr/lib/libgthread-2.0.so.0.5400.2,5440,lubaoquan,no,stripped
/usr/lib/libpcre.so.1.2.9,235524,lubaoquan,yes,stripped
/usr/lib/libgstcontroller-1.0.so.0.1402.0,52172,yangshounan,no,stripped
/usr/lib/libgstwebrtc-1.0.so.0.1402.0,26740,yangshounan,no,stripped
/usr/lib/libgstvideo-1.0.so.0.1402.0,363116,yangshounan,yes,stripped
/usr/lib/libpcreposix.so.0.0.5,9636,lubaoquan,yes,stripped
/usr/lib/libgsttag-1.0.so.0.1402.0,139972,yangshounan,yes,stripped
/usr/lib/libgsturidownloader-1.0.so.0.1402.0,22512,yangshounan,no,stripped
/usr/lib/omxloaders/libomxdynamicloader.so.0.0.0,9712,xuzhiguo,no,stripped
/usr/lib/gstreamer-1.0/libgstpbtypes.so,5508,yangshounan,no,stripped
/usr/lib/gstreamer-1.0/libgsttypefindfunctions.so,78268,yangshounan,no,stripped
/usr/lib/gstreamer-1.0/libgstomx.so,148684,xuzhiguo,no,stripped
/usr/lib/gstreamer-1.0/libgstcoreelements.so,221388,yangshounan,no,stripped
/usr/lib/gstreamer-1.0/libgstipcpipeline.so,60484,yangshounan,no,stripped
/usr/lib/gstreamer-1.0/libgstproxy.so,14148,yangshounan,no,stripped
/usr/lib/gstreamer-1.0/libgstcoretracers.so,43660,yangshounan,no,stripped
/usr/lib/gstreamer-1.0/libgsticcsrc.so,26740,yangshounan,no,stripped
/usr/lib/gstreamer-1.0/libgstvideoparsersbad.so,123500,yangshounan,no,stripped
/usr/lib/gstreamer-1.0/libgstapp.so,5508,yangshounan,no,stripped
/usr/lib/gstreamer-1.0/libgstdpjpegdec.so,26596,yangshounan,no,stripped
/usr/lib/bellagio/libOMX.hantro.G2.video.decoder.so,236208,xuzhiguo,yes,stripped
/usr/lib/bellagio/libomxclocksrc.so.0.0.0,18040,xuzhiguo,no,stripped
/usr/lib/bellagio/libOMX.hantro.G1.video.decoder.so,310664,xuzhiguo,yes,stripped
/usr/lib/bellagio/libomxvideosched.so.0.0.0,13824,xuzhiguo,no,stripped
/usr/lib/bellagio/libomxaudio_effects.so.0.0.0,13920,xuzhiguo,no,stripped
/usr/share/gettext/its/gschema.its,1048,lubaoquan,,
/usr/share/gettext/its/gschema.loc,333,lubaoquan,,
/usr/share/udhcpc/default.script,1923,lubaoquan,,
/usr/share/gst-plugins-base/1.0/license-translations.dict,44604,yangshounan,,
/usr/share/terminfo/d/dumb,1194,lubaoquan,,
/usr/share/glib-2.0/valgrind/glib.supp,7305,lubaoquan,,
/lib/libnss_files-2.28.9000.so,39464,lubaoquan,no,stripped
/lib/libmount.so.1.1.0,292240,lubaoquan,yes,stripped
/lib/libutil-2.28.9000.so,9912,lubaoquan,no,stripped
/lib/libresolv-2.28.9000.so,60112,lubaoquan,no,stripped
/lib/libuuid.so.1.3.0,22636,lubaoquan,yes,stripped
/lib/libcrypt-2.28.9000.so,30680,lubaoquan,no,stripped
/lib/libm-2.28.9000.so,461384,lubaoquan,yes,stripped
/lib/libnss_dns-2.28.9000.so,18104,lubaoquan,no,stripped
/lib/libblkid.so.1.1.0,271952,lubaoquan,yes,stripped
/lib/librt-2.28.9000.so,31500,lubaoquan,yes,stripped
/lib/libc-2.28.9000.so,1268500,lubaoquan,yes,stripped
/lib/libgcc_s.so.1,133208,lubaoquan,yes,stripped
/lib/libnsl-2.28.9000.so,73384,lubaoquan,no,stripped
/lib/libpthread-2.28.9000.so,103704,lubaoquan,yes,stripped
/lib/libstdc++.so.6.0.22-gdb.py,2548,lubaoquan,,
/lib/ld-2.28.9000.so,124256,lubaoquan,yes,stripped
/lib/libanl-2.28.9000.so,14140,lubaoquan,no,stripped
/lib/libstdc++.so.6.0.22,1397196,lubaoquan,yes,stripped
/lib/libatomic.so.1.2.0,18984,lubaoquan,yes,stripped
/lib/libdl-2.28.9000.so,10140,lubaoquan,yes,stripped
/lib/modules/4.9.56/modules.alias,45,lubaoquan,,
