phase,dev,Duration(ms)
boot,topology_init,0.15300000000000036
boot,zx29_rpmsg_init,10.071000000000051
boot,nfnetlink_init,0.06099999999997774
boot,i2c_adap_zx29_init,1.3119999999999936
boot,cplog_init,0.24400000000002198
boot,limit_mt_init,0.030000000000085514
boot,physmap_init,0.1830000000000026
boot,crypto_ecb_module_init,0.0
boot,gate_vma_init,0.030000000000002247
boot,xfrm4_transport_init,0.030000000000085514
boot,sysrq_init,0.031000000000003247
boot,hmac_module_init,0.031000000000003247
boot,blk_ioc_init,0.031000000000003247
boot,inet_init,10.010000000000005
boot,sock_diag_init,0.06099999999997774
boot,hl_tg_init,0.031000000000003247
boot,mnl_init,0.06099999999997774
boot,futex_init,0.030000000000002247
boot,dma_bus_init,0.12200000000000405
boot,cryptomgr_init,0.031000000000003247
boot,inet_diag_init,0.02999999999997449
boot,ppp_init,0.3060000000000007
boot,ipc_ns_init,0.03099999999999631
boot,policy_mt_init,0.02999999999997449
boot,xfrm_user_init,0.06099999999997774
boot,nf_defrag_init,0.02999999999997449
boot,iptable_raw_init,0.06099999999997774
boot,init_static_idmap,0.061000000000002025
boot,init_scsi,0.6099999999999994
boot,genl_init,0.060999999999991616
boot,proc_meminfo_init,0.02999999999998837
boot,setup_vmstat,0.030000000000002247
boot,dw_mci_init,0.030999999999892225
boot,fsnotify_init,0.0
boot,irq_pm_init_ops,0.030000000000002247
boot,init_vfat_fs,0.030000000000002247
boot,pm_init,0.061999999999999555
boot,firmware_class_init,0.12199999999999711
boot,random32_init,0.0
boot,deflate_init,0.031000000000003247
boot,cfg80211_init,0.6099999999999994
boot,ebt_mark_m_init,0.031000000000003247
boot,proc_filesystems_init,0.031000000000003247
boot,usb_udc_init,0.09200000000000874
boot,spifc_dt_driver_init,48.92
boot,cmdline_parser_init,0.031000000000003247
boot,netlink_proto_init,0.060999999999998555
boot,nand_base_init,0.0
boot,proc_vmalloc_init,0.15300000000000036
boot,ebt_mark_init,0.0
boot,cpufreq_gov_powersave_init,0.0
boot,redirect_tg_init,0.030000000000085514
boot,esp6_init,0.02999999999997449
boot,fsnotify_mark_init,0.061000000000005494
boot,sha512_generic_mod_init,0.12199999999999711
boot,zx_pm_init,0.7010000000000627
boot,cpucache_init,0.02999999999998837
boot,utsname_sysctl_init,0.03099999999998937
boot,red_module_init,0.02999999999997449
boot,serport_init,0.0
boot,sysfs_ipv4_init,0.061000000000005494
boot,consistent_init,0.031000000000003247
boot,xfrm4_beet_init,0.0
boot,activity_stats_init,0.030000000000002247
boot,iprange_mt_init,0.02999999999997449
boot,prio_module_init,0.031000000000003247
boot,init_ext2_fs,0.061000000000005494
boot,zx29_ext_int_init,0.0910000000000008
boot,platram_init,0.15300000000000036
boot,af_unix_init,0.061000000000005494
boot,init_kmp,0.0
boot,hung_task_init,0.061000000000005494
boot,add_shrinker_debug,0.031000000000003247
boot,gred_module_init,0.02999999999997449
boot,net_olddevs_init,0.030000000000002247
boot,init_menu,0.0
boot,cbq_module_init,0.030000000000085514
boot,ebt_ip_init,0.031000000000003247
boot,crypto_null_mod_init,0.33500000000000196
boot,init_rsvp,0.031000000000003247
boot,xfrm6_transport_init,0.02999999999997449
boot,check_privateip_module_init,0.09199999999998099
boot,reject_tg_init,0.02999999999997449
boot,deadline_init,0.0
boot,kobject_uevent_init,0.031000000000003247
boot,init_posix_cpu_timers,0.031000000000003247
boot,init_tcindex,0.031000000000003247
boot,zx29_gpio_debuginit,0.09100000000006325
boot,topology_sysfs_init,0.030000000000002247
boot,net_other_init,0.18300000000004424
boot,leds_init,0.12199999999999711
boot,crypto_authenc_module_init,0.0
boot,tc_filter_init,0.0
boot,state_mt_init,0.0
boot,ebtable_broute_init,0.06199999999989547
boot,zx29_dma_driver_init,3.020999999999996
boot,teql_init,0.9770000000000056
boot,ipv4_netfilter_init,0.031000000000003247
boot,init_mtdblock,0.03099999999998937
boot,do_initcalls,610.596
boot,ioresources_init,0.031000000000003247
boot,htb_module_init,0.02999999999997449
boot,nf_conntrack_standalone_init,0.24400000000002198
boot,init_route4,0.031000000000003247
boot,staging_init,0.031000000000003247
boot,nf_conntrack_pptp_init,0.031000000000003247
boot,tcpmss_mt_init,0.031000000000003247
boot,masquerade_tg_init,0.02999999999997449
boot,proc_loadavg_init,0.031000000000003247
boot,proc_stat_init,0.031000000000003247
boot,sit_init,1.434999999999964
boot,alignment_init,0.031000000000003247
boot,ip6table_mangle_init,0.06099999999997774
boot,init_nls_ascii,0.0
boot,dnotify_init,0.060999999999991616
boot,wakeup_sources_debugfs_init,0.030000000000002247
boot,initialize_hashrnd,0.030000000000085514
boot,tsp_fast_init,0.21300000000001873
boot,police_init_module,0.02999999999997449
boot,fib_rules_init,0.031000000000003247
boot,ppp_mppe_init,0.4270000000000107
boot,ipc_sysctl_init,0.031000000000003247
boot,init_nls_utf8,0.031000000000003247
boot,tunnel6_init,0.030000000000085514
