phase,dev,Duration(ms)
boot,firmware_class_init,5.127000000000104
boot,random32_init,4.516999999999993
boot,deflate_init,9.491000000000138
boot,cfg80211_init,10.925000000000074
boot,ebt_mark_m_init,4.6080000000001675
boot,proc_filesystems_init,5.18799999999997
boot,usb_udc_init,4.517000000000104
boot,spifc_dt_driver_init,258.78900000000016
boot,cmdline_parser_init,4.913000000000167
boot,netlink_proto_init,9.491000000000028
boot,nand_base_init,4.577999999999971
boot,proc_vmalloc_init,4.8520000000000785
boot,ebt_mark_init,4.425000000000345
boot,cpufreq_gov_powersave_init,5.554000000000059
boot,redirect_tg_init,4.699999999999704
boot,esp6_init,4.151000000000238
boot,fsnotify_mark_init,5.005000000000148
boot,sha512_generic_mod_init,5.64600000000004
boot,zx_pm_init,144.50099999999998
boot,cpucache_init,4.5159999999999645
boot,utsname_sysctl_init,5.065999999999793
boot,red_module_init,4.6080000000001675
boot,serport_init,4.425000000000345
boot,sysfs_ipv4_init,4.730000000000123
boot,consistent_init,4.76099999999996
boot,xfrm4_beet_init,4.668999999999812
boot,activity_stats_init,5.066000000000015
boot,iprange_mt_init,4.5479999999997744
boot,prio_module_init,4.668999999999812
boot,init_ext2_fs,4.4559999999997935
boot,zx29_ext_int_init,4.912999999999945
boot,platram_init,10.772999999999922
boot,af_unix_init,8.82000000000005
boot,init_kmp,3.8759999999999906
boot,hung_task_init,4.638000000000142
boot,add_shrinker_debug,4.94299999999992
boot,gred_module_init,4.699999999999704
boot,net_olddevs_init,4.79099999999999
boot,init_menu,7.996000000000336
boot,cbq_module_init,4.6080000000001675
boot,ebt_ip_init,4.242000000000523
boot,crypto_null_mod_init,5.49299999999997
boot,init_rsvp,4.089999999999705
boot,xfrm6_transport_init,5.126999999999882
boot,check_privateip_module_init,12.939999999999507
boot,reject_tg_init,4.516999999999882
boot,deadline_init,9.552000000000227
boot,kobject_uevent_init,5.035000000000012
boot,init_posix_cpu_timers,5.217999999999945
boot,init_tcindex,4.33400000000006
boot,zx29_gpio_debuginit,12.54299999999997
