2600000, 321, 3277
2600000, 334, 3277
2600000, 315, 3277
2600000, 321, 3277
2600000, 324, 3277
2600000, 335, 3276
2600000, 355, 3277
2600000, 341, 3277
2600000, 345, 3277
2600000, 346, 3277
2600000, 345, 3277
2600000, 329, 3277
2600000, 345, 3277
2600000, 344, 3276
2600000, 342, 3277
2600000, 349, 3277
2600000, 338, 3277
2600000, 347, 3277
2600000, 348, 3277
2600000, 343, 3277
2600000, 338, 3276
2600000, 334, 3277
2600000, 328, 3277
2600000, 283, 3277
2600000, 250, 3277
2600000, 255, 3277
2600000, 248, 3277
2600000, 261, 3276
2600000, 356, 3277
2600000, 366, 3277
2600000, 344, 3277
2600000, 337, 3277
2600000, 338, 3277
2600000, 361, 3277
2600000, 364, 3277
2600000, 364, 3277
2600000, 353, 3277
2600000, 357, 3277
2600000, 357, 3276
2600000, 368, 3277
2600000, 367, 3277
2600000, 410, 3277
2600000, 362, 3277
2600000, 373, 3277
2600000, 337, 3277
2600000, 339, 3277
2600000, 338, 3277
2600000, 343, 3276
2600000, 339, 3277
2600000, 344, 3277
2600000, 336, 3277
2600000, 346, 3277
2600000, 408, 3277
2600000, 357, 3277
2600000, 326, 3277
2600000, 330, 3277
2600000, 254, 3276
2600000, 235, 3277
2600000, 243, 3277
2600000, 245, 3277
2600000, 243, 3277
2600000, 243, 3277
2600000, 206, 3277
2600000, 338, 3277
2600000, 369, 3277
2600000, 362, 3277
2600000, 389, 3277
2600000, 357, 3277
2600000, 363, 3276
2600000, 366, 3277
2600000, 361, 3277
2600000, 369, 3277
2600000, 447, 3277
2600000, 362, 3277
2600000, 369, 3277
2600000, 336, 3277
2600000, 333, 3277
2600000, 341, 3276
2600000, 343, 3277
2600000, 355, 3277
2600000, 328, 3277
2600000, 338, 3277
2600000, 343, 3277
2600000, 337, 3277
2600000, 339, 3277
2600000, 350, 3277
2600000, 338, 3277
2600000, 334, 3276
2600000, 343, 3277
2600000, 318, 3277
2600000, 329, 3277
2600000, 321, 3277
2600000, 327, 3277
2600000, 323, 3277
2600000, 315, 3277
2600000, 330, 3277
2600000, 242, 3276
2600000, 242, 3277
2600000, 210, 3277
2600000, 352, 3277
2600000, 345, 3277
2600000, 347, 3277
2600000, 350, 3277
2600000, 345, 3277
2600000, 343, 3277
2600000, 351, 3277
2600000, 357, 3277
2600000, 353, 3277
2600000, 358, 3276
2600000, 348, 3277
2600000, 349, 3277
2600000, 349, 3277
2600000, 344, 3277
2600000, 334, 3277
2600000, 342, 3277
2600000, 342, 3277
2600000, 346, 3277
2600000, 354, 3277
2600000, 335, 3276
2600000, 356, 3277
2600000, 345, 3277
2600000, 338, 3277
2600000, 341, 3277
2600000, 371, 3277
2600000, 332, 3277
2600000, 329, 3277
2600000, 319, 3277
2600000, 320, 3276
2600000, 245, 3277
2600000, 253, 3277
2600000, 245, 3277
2600000, 245, 3277
2600000, 244, 3277
2600000, 211, 3277
2600000, 337, 3277
2600000, 338, 3277
2600000, 341, 3277
2600000, 337, 3277
2600000, 348, 3276
2600000, 373, 3277
2600000, 367, 3277
2600000, 357, 3277
2600000, 360, 3277
2600000, 363, 3277
2600000, 363, 3277
2600000, 361, 3277
2600000, 369, 3277
2600000, 370, 3277
2600000, 357, 3276
2600000, 374, 3277
2600000, 337, 3277
2600000, 338, 3277
2600000, 343, 3277
2600000, 357, 3277
2600000, 320, 3277
2600000, 324, 3277
2600000, 334, 3277
2600000, 318, 3276
2600000, 320, 3277
2600000, 323, 3277
2600000, 317, 3277
2600000, 318, 3277
2600000, 211, 3277
2600000, 348, 3277
2600000, 361, 3277
2600000, 369, 3277
2600000, 362, 3277
2600000, 367, 3277
2600000, 356, 3276
2600000, 368, 3277
2600000, 365, 3277
2600000, 355, 3277
2600000, 441, 3277
2600000, 348, 3277
2600000, 345, 3277
2600000, 340, 3277
2600000, 341, 3277
2600000, 341, 3277
2600000, 347, 3276
2600000, 357, 3277
2600000, 344, 3277
2600000, 347, 3277
2600000, 336, 3277
2600000, 345, 3277
2600000, 335, 3277
2600000, 345, 3277
2600000, 339, 3277
2600000, 335, 3277
2600000, 318, 3276
2600000, 320, 3277
2600000, 323, 3277
2600000, 325, 3277
2600000, 323, 3277
2600000, 321, 3277
2600000, 320, 3277
2600000, 244, 3277
2600000, 245, 3277
2600000, 214, 3276
2600000, 346, 3277
2600000, 348, 3277
2600000, 340, 3277
2600000, 337, 3277
2600000, 351, 3277
2600000, 342, 3277
2600000, 341, 3277
2600000, 341, 3277
2600000, 369, 3277
2600000, 356, 3277
2600000, 363, 3276
2600000, 367, 3277
2600000, 358, 3277
2600000, 359, 3277
2600000, 361, 3277
2600000, 348, 3277
2600000, 348, 3277
2600000, 337, 3277
2600000, 347, 3277
2600000, 336, 3277
2600000, 346, 3276
2600000, 355, 3277
2600000, 342, 3277
2600000, 342, 3277
2600000, 338, 3277
2600000, 345, 3277
2600000, 326, 3277
2600000, 316, 3277
2600000, 327, 3277
2600000, 241, 3276
2600000, 237, 3277
2600000, 242, 3277
2600000, 239, 3277
2600000, 244, 3277
2600000, 208, 3277
2600000, 208, 3277
2600000, 339, 3277
2600000, 341, 3277
2600000, 395, 3277
2600000, 370, 3277
2600000, 367, 3276
2600000, 350, 3277
2600000, 354, 3277
2600000, 365, 3277
2600000, 366, 3277
2600000, 362, 3277
2600000, 357, 3277
2600000, 364, 3277
2600000, 370, 3277
2600000, 358, 3277
2600000, 345, 3276
2600000, 339, 3277
2600000, 342, 3277
2600000, 344, 3277
2600000, 341, 3277
2600000, 344, 3277
2600000, 343, 3277
2600000, 348, 3277
2600000, 354, 3277
2600000, 349, 3277
2600000, 341, 3276
2600000, 326, 3277
2600000, 318, 3277
2600000, 322, 3277
2600000, 320, 3277
2600000, 315, 3277
2600000, 315, 3277
2600000, 320, 3277
2600000, 326, 3277
2600000, 323, 3277
2600000, 208, 3276
2600000, 375, 3277
2600000, 369, 3277
2600000, 359, 3277
2600000, 243, 3277
2600000, 406, 3277
2600000, 372, 3277
2600000, 366, 3277
2600000, 346, 3277
2600000, 347, 3277
2600000, 348, 3276
2600000, 378, 3277
2600000, 348, 3277
2600000, 343, 3277
2600000, 342, 3277
2600000, 340, 3277
2600000, 341, 3277
2600000, 343, 3277
2600000, 344, 3277
2600000, 348, 3277
2600000, 352, 3276
2600000, 346, 3277
2600000, 344, 3277
2600000, 330, 3277
2600000, 324, 3277
2600000, 330, 3277
2600000, 320, 3277
2600000, 325, 3277
2600000, 328, 3277
2600000, 321, 3277
2600000, 245, 3276
