26000, 175, 33
26000, 177, 32
26000, 172, 33
26000, 284, 33
26000, 178, 33
26000, 176, 32
26000, 175, 33
26000, 174, 33
26000, 276, 33
26000, 177, 32
26000, 171, 33
26000, 171, 33
26000, 173, 33
26000, 275, 33
26000, 178, 32
26000, 178, 33
26000, 171, 33
26000, 173, 33
26000, 115, 32
26000, 197, 33
26000, 174, 33
26000, 170, 33
26000, 172, 32
26000, 288, 33
26000, 176, 33
26000, 172, 33
26000, 173, 33
26000, 175, 32
26000, 278, 33
26000, 176, 33
26000, 172, 33
26000, 175, 32
26000, 172, 33
26000, 275, 33
26000, 176, 33
26000, 174, 32
26000, 175, 33
26000, 172, 33
26000, 275, 33
26000, 200, 33
26000, 180, 32
26000, 175, 33
26000, 173, 33
26000, 290, 33
26000, 178, 32
26000, 174, 33
26000, 172, 33
26000, 171, 33
26000, 273, 33
26000, 177, 32
26000, 173, 33
26000, 172, 33
26000, 173, 33
26000, 277, 32
26000, 179, 33
26000, 174, 33
26000, 172, 33
26000, 171, 32
26000, 274, 33
26000, 216, 33
26000, 182, 33
26000, 180, 32
26000, 171, 33
26000, 287, 33
26000, 182, 33
26000, 177, 33
26000, 175, 32
26000, 172, 33
26000, 271, 33
26000, 179, 33
26000, 173, 32
26000, 173, 33
26000, 174, 33
26000, 270, 33
26000, 175, 33
26000, 173, 32
26000, 174, 33
26000, 171, 33
26000, 272, 33
26000, 206, 32
26000, 176, 33
26000, 174, 33
26000, 172, 33
26000, 291, 33
26000, 174, 32
26000, 176, 33
26000, 172, 33
26000, 173, 33
26000, 270, 32
26000, 176, 33
26000, 266, 33
26000, 178, 33
26000, 175, 32
26000, 179, 33
26000, 173, 33
26000, 174, 33
26000, 172, 32
26000, 171, 33
26000, 283, 33
26000, 211, 33
26000, 182, 33
26000, 175, 32
26000, 173, 33
26000, 293, 33
26000, 179, 33
26000, 170, 32
26000, 172, 33
26000, 173, 33
26000, 275, 33
26000, 178, 32
26000, 173, 33
26000, 175, 33
26000, 172, 33
26000, 271, 33
26000, 178, 32
26000, 170, 33
26000, 173, 33
26000, 172, 33
26000, 272, 33
26000, 201, 32
26000, 177, 33
26000, 176, 33
26000, 174, 32
26000, 292, 33
26000, 179, 33
26000, 176, 33
26000, 170, 33
26000, 173, 32
26000, 276, 33
26000, 180, 33
26000, 172, 33
26000, 172, 32
26000, 174, 33
26000, 274, 33
26000, 174, 33
26000, 174, 32
26000, 172, 33
26000, 172, 33
26000, 271, 33
26000, 202, 33
26000, 178, 32
26000, 174, 33
26000, 171, 33
26000, 294, 33
26000, 176, 32
26000, 171, 33
26000, 172, 33
26000, 173, 33
26000, 285, 33
26000, 178, 32
26000, 173, 33
26000, 176, 33
26000, 174, 33
26000, 278, 32
26000, 175, 33
26000, 173, 33
26000, 173, 33
26000, 171, 32
26000, 275, 33
26000, 210, 33
26000, 181, 33
26000, 172, 33
26000, 173, 32
26000, 284, 33
26000, 180, 33
26000, 175, 33
26000, 172, 32
26000, 173, 33
26000, 273, 33
26000, 176, 33
26000, 173, 32
26000, 171, 33
26000, 172, 33
26000, 274, 33
26000, 173, 33
26000, 175, 32
26000, 178, 33
26000, 174, 33
26000, 271, 33
26000, 202, 32
26000, 178, 33
26000, 172, 33
26000, 173, 33
26000, 298, 33
26000, 177, 32
26000, 172, 33
26000, 174, 33
26000, 172, 33
26000, 274, 32
26000, 175, 33
26000, 173, 33
26000, 174, 33
26000, 174, 32
26000, 267, 33
26000, 175, 33
26000, 175, 33
26000, 171, 32
26000, 174, 33
26000, 267, 33
26000, 257, 33
26000, 178, 33
26000, 172, 32
26000, 174, 33
26000, 298, 33
26000, 176, 33
26000, 172, 32
26000, 171, 33
26000, 172, 33
26000, 281, 33
26000, 179, 32
26000, 171, 33
26000, 175, 33
26000, 173, 33
26000, 274, 33
26000, 174, 32
26000, 174, 33
26000, 171, 33
26000, 171, 33
26000, 273, 33
26000, 179, 32
26000, 202, 33
26000, 176, 33
26000, 171, 33
